ncppb_number	current_name_raw	canonical_name	name_as_received	alternative_names	expected_genus	expected_taxid	host	country	other_references_raw	catalogue_url	source_snapshot_sha256	record_html_start	record_html_end
NCPPB 1337	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas nakataecorchorii Padhya & Patel 1963		Xanthomonas		Corchorus acutangulus	India	"This isolate is also in the collections; ICMP 5742, LMG 786
This isolate was isolated by ex A.C. Padhya"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1337		708505	711683
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola	Xanthomonas vasculorum (Cobb 1893) Dowson 1939	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas		Saccharum officinarum	Zimbabwe	"This isolate is also in the collections; LMG 8718
This isolate was isolated by A.C. Hayward B1350"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1381		711683	715250
NCPPB 1393	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Sesamum sp.	India	"The donor reference is B1432
The source of this isolate was ex ITCC SF62"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1393		715250	717768
NCPPB 1394	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas vasicola		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Tripsacum laxum	Sri Lanka	"The donor reference is B1446
This isolate was isolated by ex N. Shanmuganathan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1394		717768	721144
NCPPB 1395	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas vasicola		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Tripsacum laxum	Sri Lanka	"The donor reference is B1444
This isolate was isolated by ex N. Shanmuganathan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1395		721144	724520
NCPPB 1396	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas vasicola		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Tripsacum laxum	Sri Lanka	"The donor reference is B1443
This isolate was isolated by ex N. Shanmuganathan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1396		724520	727896
NCPPB 1402	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995	Xanthomonas		Phaseolus vulgaris	Uganda	"This isolate is also in the collections; LMG 7459
This isolate was isolated by A.C. Hayward B1374"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1402		727896	731697
NCPPB 1420	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris	Hungary	This isolate was isolated by Z. Klement E1388	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1420		731697	735202
NCPPB 1421	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939		Xanthomonas		Solanum lycopersicum	Hungary	This isolate was isolated by Z. Klement S. 20	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1421		735202	737944
NCPPB 1422	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas carotae Kendrick 1934	Xanthomonas campestris pv. carotae (Kendrick 1934) Dye 1978	Xanthomonas		Daucus carota var. sativa	Hungary	"This isolate is also in the collections; ICMP 5723, LMG 8646
This isolate was isolated by ex Z. Klement N.066"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1422		737944	741661
NCPPB 1423	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas		Solanum lycopersicum	Hungary	"This isolate is also in the collections; ICMP 114, LMG 923
This isolate was isolated by Z. Klement S. 07"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1423		741661	744968
NCPPB 1426	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas		Solanum lycopersicum	Hungary	"This isolate is also in the collections; ICMP 173, LMG 924
This isolate was isolated by Z. Klement S. 10"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1426		744968	748275
NCPPB 1431	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas		Solanum lycopersicum	Hungary	"This isolate is also in the collections; ICMP 112, LMG 925
This isolate was isolated by Z. Klement S. 04"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1431		748275	751582
NCPPB 1433	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995 Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris	Hungary	"This isolate is also in the collections; LMG 8016
This isolate was isolated by Z. Klement E1309"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1433		751582	755382
NCPPB 1438	Xanthomonas euvesicatoria Vauterin et al. 1995 (Invalid name)	Xanthomonas euvesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas		Capsicum frutescens	Hungary	"This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955
This isolate was isolated by Z. Klement I. 608"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1438		755382	758700
NCPPB 1439	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris	Hungary	This isolate was isolated by Z. Klement E1299	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1439		758700	762230
NCPPB 1447	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas juglandis	Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978	Xanthomonas		Juglans regia	Romania	"The donor reference is 19
This isolate was isolated by ex I. Lazar"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1447		762230	765479
NCPPB 1451	Xanthomonas campestris pv. vitistrifoliae (Padhya et al. 1965) Dye 1978	Xanthomonas campestris			Xanthomonas		Vitis trifolia	India	"This isolate is also in the collections; ICMP 5761, LMG 940
This isolate was isolated by ex A.C. Padhya"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1451		765479	768012
NCPPB 1452	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	Xanthomonas citri	X. triumfettae		Xanthomonas		Triumfetta pilosa	India	"This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577
This isolate was isolated by ex A.C. Padhya"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1452		768012	770828
NCPPB 1453	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Spermacoce hispida	India	This isolate was isolated by ex M.C. Srinivasan	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1453		770828	773321
NCPPB 1454	Xanthomonas euvesicatoria pv. tribuli (Srinivasan and Patel 1956) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Tribulus terrestris	India	"This isolate is also in the collections; ICMP 5753, LMG 873
This isolate was isolated by ex M.C. Srinivasan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1454		773321	775891
NCPPB 1455	Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	Xanthomonas campestris			Xanthomonas		Lantana camara var. aculeata	India	"This isolate is also in the collections; ICMP 5737, LMG 754
This isolate was isolated by ex M.C. Srinivasan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1455		775891	778441
NCPPB 1457	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Coriandrum sativum	India	This isolate was isolated by ex M.C. Srinivasan	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1457		778441	780931
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae	Xanthomonas fragariae Kennedy and King 1962		Xanthomonas		Fragaria chiloensis var. ananassa	USA	"This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157
This isolate was isolated by B.W. Kennedy"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1469		780931	784129
NCPPB 1471	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas citri (Hasse 1915) Dowson	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus paradisi	Hong Kong	This isolate was isolated by A.C. Hayward B1603	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1471		784129	787602
NCPPB 1472	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas citri (Hasse 1915) Dowson	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus grandis	Hong Kong	This isolate was isolated by A.C. Hayward B1601	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1472		787602	791074
NCPPB 1473	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas ricini (Yoshi & T akimoto 1928) Dowson 1939	Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978	Xanthomonas		Ricinus communis.	Zimbabwe	This isolate was isolated by A.C. Hayward B1559	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1473		791074	794580
NCPPB 1475	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas phaseoli f.sp. cassiae	Xanthomonas campestris pv. cassiae (Kulkarni et al. 1951) Dye 1978	Xanthomonas		Cassia tora	India	This isolate was isolated by A.C. Hayward B1479	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1475		794580	797836
NCPPB 1482	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas malvacearum (Smith 1901) Dowson 1939	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas		Gossypium sp	Australia	This isolate was isolated by A.C. Hayward B1741	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1482		797836	801418
NCPPB 1495	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995 Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris (seed).	UK	"This isolate is also in the collections; LMG 8017
This isolate was isolated by G.E. Jones C398"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1495		801418	805220
NCPPB 1560	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Lobelia erinus	UK	This isolate was isolated by R.A. Lelliott 479	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1560		805220	808597
NCPPB 1568	Xanthomonas sp. Dowson 1939	Xanthomonas sp			Xanthomonas		Jasminium sambac	India	"The donor reference is 1
This isolate was isolated by ex K.S.S. Eswaran"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1568		808597	811304
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae	X. oryzae Ishyama 1922	Xanthomonas campestris pv. oryzicola (Fang et al. 1957) Dye 1978	Xanthomonas		Oryza sativa	Malaysia	"This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072
This isolate was isolated by A.C. Hayward B2115"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1585		811304	814899
NCPPB 1593	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Argemone mexicana	India	"This isolate is also in the collections; ICMP 1617, LMG 534
This isolate was isolated by ex M.C. Srinivasan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1593		814899	817466
NCPPB 1594	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas nakataecorchorii Padhya & Patel 1963		Xanthomonas		Corchorus acutangulus	India	"This isolate was isolated by ex A.C. Padhya
The source of this isolate was ex M.K. Patel"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1594		817466	820285
NCPPB 1595	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Physalis minima	India	The source of this isolate was ex M.C. Srinivasan	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1595		820285	822787
NCPPB 1596	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Spermacoce hispida.	India	The source of this isolate was ex M.C. Srinivasan	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1596		822787	825282
NCPPB 1607	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas pruni	Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus persica	Australia	"The donor reference is B2165
This isolate was isolated by ex R.D. Pares"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1607		825282	828525
NCPPB 1610	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium hortorum	UK	This isolate was isolated by R.A. Lelliott	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1610		828525	831747
NCPPB 1612	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria		Xanthomonas campestris pv. boerhaaviae (Mathur, Swarup and Sinha 1964) Bradbury 1978	Xanthomonas		Boerhaavia repens	India	This isolate was isolated by A.C. Hayward B2175	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1612		831747	834764
NCPPB 1615	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium hortorum	UK	"This isolate is also in the collections; ICPB XPl99
This isolate was isolated by R.A. Lelliott"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1615		834764	838042
NCPPB 1616	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939		Xanthomonas		Solanum lycopersicum	Zambia	This isolate was isolated by A.C. Hayward B2249F	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1616		838042	840786
NCPPB 1622	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi	Xanthomonas hyacinthi	Xanthomonas campestris pv. hyacinthi (Wakker 1883) Dye 1978	Xanthomonas		Hyacinthus orientalis	UK	This isolate was isolated by D.C. Graham	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1622		840786	843986
NCPPB 1628	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Alangium lamarckii	India	"This isolate is also in the collections; ICPB XA132
This isolate was isolated by A.C. Padhya"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1628		843986	846533
NCPPB 1629	Xanthomonas axonopodis pv. bauhiniae (Padhya et al. 1965) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas bauhiniae Padhya et al. 1965	Xanthomonas campestris pv. bauhiniae (Padhya et al. 1965) Dye 1978	Xanthomonas		Bauhinia racemosa	India	This isolate was isolated by ex A.C. Padhya	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1629		846533	849790
NCPPB 1630	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas celebensis	Xanthomonas campestris pv. celebensis (Gaumann 1923) Dye 1978	Xanthomonas		Musa sp.	New Zealand	"This isolate was isolated by ex D.W. Dye ZZ24
The source of this isolate was ."	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1630		849790	853054
NCPPB 1632	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae	X. oryzicola Fang et al. 1957	Xanthomonas campestris pv. oryzicola (Fang et al. 1957) Dye 1978	Xanthomonas				The source of this isolate was ex M. Goto B50	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1632		853054	855833
NCPPB 1633	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	X. sinensis	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas			USA	"This isolate is also in the collections; ICPB XSl, CFBP 7111
This isolate was isolated by ex W.H. Burkholder
The source of this isolate was ex R.S. Dickey"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1633		855833	858942
NCPPB 1638	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Cucurbita pepo var. melopepo	Uganda	This isolate was isolated by A.C. Hayward B2290	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1638		858942	862253
NCPPB 1645	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica oleracea	Kenya	"The donor reference is B2340
This isolate was isolated by ex A.H. Ramos SAL/163/B"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1645		862253	865289
NCPPB 1646	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris.	Australia	"The donor reference is B2324A
This isolate was isolated by ex W.S. Sutton"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1646		865289	868829
NCPPB 1648	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica oleracea var. capitata	Tonga	This isolate was isolated by A.C. Hayward B2305	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1648		868829	871590
NCPPB 1654	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995	Xanthomonas		Phaseolus vulgaris	South Africa	"The donor reference is B2330
This isolate is also in the collections; LMG 837
This isolate was isolated by ex B.H. Boelema F6"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1654		871590	875429
NCPPB 1659	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas juglandis	Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978	Xanthomonas		Juglans regia	UK	This isolate was isolated by A.C. Hayward B2404	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1659		875429	878650
NCPPB 1668	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum	Xanthomonas sp.		Xanthomonas		Cynara scolymus		The donor reference is CS56-27	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1668		878650	881404
NCPPB 1671	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas sesbaniae Patel et al. 1952	Xanthomonas campestris pv. sesbaniae (Patel et al. 1952) Dye 1978	Xanthomonas		Sesbania aculeata	India	This isolate was isolated by A.C. Hayward B2536	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=1671		881404	884670
