ncppb_number	ncppb_current_name	biosample_accession	evidence_status	bioproject_accession	project_role	project_sources	project_title	use_for_sequence_provenance	review_required	source_url
NCPPB 2066	Xanthomonas axonopodis pv. phyllanthi (Sabet et al. 1969) Vauterin et al 1995	SAMN42278573	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2066	Xanthomonas axonopodis pv. phyllanthi (Sabet et al. 1969) Vauterin et al 1995	SAMN42278573	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 211	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783128	confirmed	PRJNA224116	annotation_project	refseq_annotation_project		no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 211	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783128	confirmed	PRJNA599566	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599566
NCPPB 2182	Xanthomonas campestris pv. gummisudans (McCulloch 1924) Dye 1978	SAMN42488057	confirmed	PRJNA742925	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2190	Xanthomonas campestris pv. esculenti (Rangasami & Eswaran 1962) Dye 1978	SAMN22555465	confirmed	PRJNA224116	annotation_project	refseq_annotation_project		no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2190	Xanthomonas campestris pv. esculenti (Rangasami & Eswaran 1962) Dye 1978	SAMN22555465	confirmed	PRJNA774146	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of xanthomonads from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 2190	Xanthomonas campestris pv. esculenti (Rangasami & Eswaran 1962) Dye 1978	SAMN56511368	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 220	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03262509	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 220	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03262509	confirmed	PRJNA270010	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas phaseoli pv. phaseoli strain:NCPPB 220 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA270010
NCPPB 220	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03262509	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2217	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	SAMEA5613848	confirmed	PRJEB32402	sequence_source_project	biosample_elink; sra_sequence_project	WGS of bacteria used in a diverse Mock	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB32402
NCPPB 2217	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	SAMN56511392	confirmed	PRJNA1085284	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of miscellaneous plant-associated bacteria	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1085284
NCPPB 2228	Xanthomonas axonopodis pv. biophyti (Patel et al.1969) Vauterin et al. 1995	SAMN42280121	confirmed	PRJNA742925	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2230	Xanthomonas axonopodis pv. fascicularis (Patel & Kotasthane 1969) Vauterin et al. 1995	SAMN42278570	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2230	Xanthomonas axonopodis pv. fascicularis (Patel & Kotasthane 1969) Vauterin et al. 1995	SAMN42278570	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2230	Xanthomonas axonopodis pv. fascicularis (Patel & Kotasthane 1969) Vauterin et al. 1995	SAMN42278570	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2248	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMN09704264	confirmed	PRJNA482368	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas hortorum, Xanthomonas axonopodis, Xanthomonas gardneri, Xanthomonas cynarae Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA482368
NCPPB 2250	Xanthomonas sp.	SAMN42161504	confirmed	PRJNA1129555	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of unidentified Xanthomonas sp. strains from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 2250	Xanthomonas sp.	SAMN42161504	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2250	Xanthomonas sp.	SAMN42161504	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991248	confirmed	PRJNA163287	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas campestris pv. musacearum NCPPB2251 Genome Sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA163287
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991248	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991248	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN42486836	confirmed	PRJNA743420	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas vasicola	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA743420
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN49535420	confirmed	PRJNA1280879	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas vasicola pv. musacearum	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1280879
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN49535420	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN49535420	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 226	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783184	confirmed	PRJNA224116	annotation_project	refseq_annotation_project		no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 226	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783184	confirmed	PRJNA599566	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599566
NCPPB 230	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	SAMN40354569	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 230	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	SAMN40354569	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 230	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	SAMN40354569	confirmed	PRJNA991976	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of miscellaneous Xanthomonas from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991976
NCPPB 232	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMEA6962647	confirmed	PRJEB38812	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Complete or high-quality draft genome sequences of six Xanthomonas hortorum strains sequenced with short- and long-read technologies	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38812
NCPPB 232	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMEA6962647	confirmed	PRJEB38824	biosample_elink_only	biosample_elink	Diagnostic and epidemiological tools for the Xanthomonas hortorum species-level clade based on OMICs technologies	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38824
NCPPB 232	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMEA6962647	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 232	Xanthomonas hortorum pv. vitians Morinière et al. 2020	SAMEA6962647	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2337	Xanthomonas dyei pv. eucalypti (Truman 1974) Young et al. 2010	SAMN22555462	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2337	Xanthomonas dyei pv. eucalypti (Truman 1974) Young et al. 2010	SAMN22555462	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2337	Xanthomonas dyei pv. eucalypti (Truman 1974) Young et al. 2010	SAMN22555462	confirmed	PRJNA774146	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of xanthomonads from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 2338	Xanthomonas dyei pv. eucalypti (Truman 1974) Young et al. 2010	SAMN56511369	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 2345	Xanthomonas campestris (Pammel 1895) Dowson 1939	SAMN22552837	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2345	Xanthomonas campestris (Pammel 1895) Dowson 1939	SAMN22552837	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2345	Xanthomonas campestris (Pammel 1895) Dowson 1939	SAMN22552837	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 2346	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	SAMN19988995	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2346	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	SAMN19988995	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2346	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	SAMN19988995	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2352	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284549	confirmed	PRJNA1131460	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1131460
NCPPB 2352	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284549	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2352	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284549	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2368	Xanthomonas axonopodis pv. pedalii (Patel & Jindal 1972) Vauterin et al. 1995	SAMN42280123	confirmed	PRJNA742925	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2369	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	SAMN42178445	confirmed	PRJNA1129907	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129907
NCPPB 2369	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	SAMN42178445	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2369	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	SAMN42178445	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2372	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN19988979	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2372	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN19988979	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2372	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN19988979	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2372	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175581	confirmed	PRJNA1129842	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris pv. fici (Cavara 1905) Dye 1978	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129842
NCPPB 2372	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175581	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2372	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	SAMN42175581	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2373	Xanthomonas euvesicatoria pv. carissae (Moniz et al. 1964) Harrison et al. 2023	SAMN19988980	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2373	Xanthomonas euvesicatoria pv. carissae (Moniz et al. 1964) Harrison et al. 2023	SAMN19988980	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2373	Xanthomonas euvesicatoria pv. carissae (Moniz et al. 1964) Harrison et al. 2023	SAMN19988980	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2417	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN03140148	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2417	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN03140148	confirmed	PRJNA264615	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola strain:NCPPB 2417 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264615
