ncppb_number	ncppb_current_name	biosample_accession	evidence_status	match_decision	identity_match_status	matched_identifier	identifier_strength	taxonomy_status	resource_type	resource_accession	resource_role	assembly_level	assembly_source	assembly_total_length	assembly_contig_count	assembly_contig_n50	sra_library_strategy	sra_library_source	sra_library_layout	sra_instrument	sra_total_bases	sequence_bioproject_accessions	selected_for_phylogeny	download_tool	download_command	source_url
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMEA7984667	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMEA7984667	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	biosample	SAMEA7984667	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMEA7984667
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMEA7984667	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	sra_run	ERR5260054	raw_sequence_reads						WGS	GENOMIC	single	MinION	365313089	PRJEB42844	no	NCBI SRA Toolkit	prefetch ERR5260054 && fasterq-dump ERR5260054 --split-files --outdir fastq/NCPPB_935	https://www.ncbi.nlm.nih.gov/sra/ERR5260054
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMEA7984667	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	sra_run	ERR5260059	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	455078890	PRJEB42844	no	NCBI SRA Toolkit	prefetch ERR5260059 && fasterq-dump ERR5260059 --split-files --outdir fastq/NCPPB_935	https://www.ncbi.nlm.nih.gov/sra/ERR5260059
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN05559866	confirmed	accept	confirmed_exact_collection_identifier	CFBP 1159	strong	same_name	assembly	GCF_002939845.1	assembled_genome_sequence	Scaffold	RefSeq	5105973	125	134548						PRJNA338526	no	NCBI Datasets CLI	datasets download genome accession GCF_002939845.1 --include genome --filename NCPPB_935_GCF_002939845.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_002939845.1
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN05559866	confirmed	accept	confirmed_exact_collection_identifier	CFBP 1159	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN05559866	confirmed	accept	confirmed_exact_collection_identifier	CFBP 1159	strong	same_name	bioproject	PRJNA338526	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338526
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN05559866	confirmed	accept	confirmed_exact_collection_identifier	CFBP 1159	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN05559866	confirmed	accept	confirmed_exact_collection_identifier	CFBP 1159	strong	same_name	biosample	SAMN05559866	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN05559866
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	assembly	GCF_041228085.2	assembled_genome_sequence	Complete Genome	RefSeq	5226816	1	5226816						PRJNA1127218	yes	NCBI Datasets CLI	datasets download genome accession GCF_041228085.2 --include genome --filename NCPPB_935_GCF_041228085.2.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041228085.2
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	bioproject	PRJNA1127218	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1127218
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	biosample	SAMN41996496	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN41996496
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	sra_run	SRR29500232	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1122861000	PRJNA1127218	no	NCBI SRA Toolkit	prefetch SRR29500232 && fasterq-dump SRR29500232 --split-files --outdir fastq/NCPPB_935	https://www.ncbi.nlm.nih.gov/sra/SRR29500232
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	SAMN41996496	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 935	primary	same_name	sra_run	SRR30016866	raw_sequence_reads						WGS	GENOMIC	single	PromethION	307401982	PRJNA1127218	no	NCBI SRA Toolkit	prefetch SRR30016866 && fasterq-dump SRR30016866 --split-files --outdir fastq/NCPPB_935	https://www.ncbi.nlm.nih.gov/sra/SRR30016866
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	SAMN22552838	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 937	primary	same_name	assembly	GCF_020813295.1	assembled_genome_sequence	Contig	RefSeq	4916318	50	191313						PRJNA774128	yes	NCBI Datasets CLI	datasets download genome accession GCF_020813295.1 --include genome --filename NCPPB_937_GCF_020813295.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_020813295.1
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	SAMN22552838	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 937	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	SAMN22552838	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 937	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	SAMN22552838	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 937	primary	same_name	bioproject	PRJNA774128	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	SAMN22552838	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 937	primary	same_name	biosample	SAMN22552838	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552838
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	SAMN22552838	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 937	primary	same_name	sra_run	SRR29823159	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	626176464	PRJNA774128	no	NCBI SRA Toolkit	prefetch SRR29823159 && fasterq-dump SRR29823159 --split-files --outdir fastq/NCPPB_937	https://www.ncbi.nlm.nih.gov/sra/SRR29823159
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMD00253066	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	bioproject	PRJDB10667	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJDB10667
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMD00253066	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	bioproject	PRJDB9057	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJDB9057
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMD00253066	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	biosample	SAMD00253066	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMD00253066
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN08729581	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 939	primary	same_name	assembly	GCF_003064105.1	assembled_genome_sequence	Scaffold	RefSeq	5523779	444	41610						PRJNA438828	yes	NCBI Datasets CLI	datasets download genome accession GCF_003064105.1 --include genome --filename NCPPB_939_GCF_003064105.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_003064105.1
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN08729581	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 939	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN08729581	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 939	primary	same_name	bioproject	PRJNA438828	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA438828
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN08729581	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 939	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN08729581	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 939	primary	same_name	biosample	SAMN08729581	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN08729581
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN43281910	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	bioproject	PRJNA595761	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA595761
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN43281910	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	biosample	SAMN43281910	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN43281910
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN43284563	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	bioproject	PRJNA595761	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA595761
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	SAMN43284563	confirmed	accept	confirmed_exact_collection_identifier	ICMP 453	strong	same_name	biosample	SAMN43284563	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN43284563
NCPPB 940	Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995	SAMEA6962652	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 940	primary	same_name	assembly	GCA_903978185.1	assembled_genome_sequence	Complete Genome	GenBank	5029134	2	4999567						PRJEB38812	yes	NCBI Datasets CLI	datasets download genome accession GCA_903978185.1 --include genome --filename NCPPB_940_GCA_903978185.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCA_903978185.1
NCPPB 940	Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995	SAMEA6962652	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 940	primary	same_name	bioproject	PRJEB38812	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38812
NCPPB 940	Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995	SAMEA6962652	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 940	primary	same_name	bioproject	PRJEB38824	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38824
NCPPB 940	Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995	SAMEA6962652	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 940	primary	same_name	biosample	SAMEA6962652	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMEA6962652
NCPPB 940	Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995	SAMEA6962652	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 940	primary	same_name	sra_run	ERR4327122	raw_sequence_reads						WGS	GENOMIC	single	MinION	47625815	PRJEB38812	no	NCBI SRA Toolkit	prefetch ERR4327122 && fasterq-dump ERR4327122 --split-files --outdir fastq/NCPPB_940	https://www.ncbi.nlm.nih.gov/sra/ERR4327122
NCPPB 942	Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978	SAMN57360824	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 942	primary	same_name	bioproject	PRJNA485808	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 942	Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978	SAMN57360824	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 942	primary	same_name	biosample	SAMN57360824	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN57360824
NCPPB 942	Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978	SAMN57360824	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 942	primary	same_name	sra_run	SRR38178868	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	1649584560	PRJNA485808	yes	NCBI SRA Toolkit	prefetch SRR38178868 && fasterq-dump SRR38178868 --split-files --outdir fastq/NCPPB_942	https://www.ncbi.nlm.nih.gov/sra/SRR38178868
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	assembly	GCF_041492255.1	assembled_genome_sequence	Complete Genome	RefSeq	4874443	1	4874443						PRJNA1131460	yes	NCBI Datasets CLI	datasets download genome accession GCF_041492255.1 --include genome --filename NCPPB_971_GCF_041492255.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041492255.1
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	bioproject	PRJNA1131460	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1131460
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	biosample	SAMN42284547	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42284547
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	sra_run	SRR29695345	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1147832000	PRJNA1131460	no	NCBI SRA Toolkit	prefetch SRR29695345 && fasterq-dump SRR29695345 --split-files --outdir fastq/NCPPB_971	https://www.ncbi.nlm.nih.gov/sra/SRR29695345
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284547	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 971	primary	same_name	sra_run	SRR30037791	raw_sequence_reads						WGS	GENOMIC	single	PromethION	319155411	PRJNA1131460	no	NCBI SRA Toolkit	prefetch SRR30037791 && fasterq-dump SRR30037791 --split-files --outdir fastq/NCPPB_971	https://www.ncbi.nlm.nih.gov/sra/SRR30037791
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284548	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 972	primary	same_name	assembly	GCF_041519315.1	assembled_genome_sequence	Complete Genome	RefSeq	4919079	2	4873070						PRJNA1131460	yes	NCBI Datasets CLI	datasets download genome accession GCF_041519315.1 --include genome --filename NCPPB_972_GCF_041519315.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041519315.1
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284548	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 972	primary	same_name	bioproject	PRJNA1131460	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1131460
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284548	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 972	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284548	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 972	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284548	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 972	primary	same_name	biosample	SAMN42284548	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42284548
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	SAMN42284548	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 972	primary	same_name	sra_run	SRR29695344	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1113129500	PRJNA1131460	no	NCBI SRA Toolkit	prefetch SRR29695344 && fasterq-dump SRR29695344 --split-files --outdir fastq/NCPPB_972	https://www.ncbi.nlm.nih.gov/sra/SRR29695344
