ncppb_number	other_references	matched_text	normalized_identifier	prefix	suffix	rule_name	confidence	include_for_search	biosample_query	context
NCPPB 1422	This isolate is also in the collections; ICMP 5723, LMG 8646 This isolate was isolated by ex Z. Klement N.066	N.066	N 066	N	066	source_context_single_letter_code	low	yes	N[All Fields] AND 066[All Fields]	the collections; ICMP 5723, LMG 8646 This isolate was isolated by ex Z. Klement N.066
NCPPB 1423	This isolate is also in the collections; ICMP 114, LMG 923 This isolate was isolated by Z. Klement S. 07	ICMP 114	ICMP 114	ICMP	114	known_collection_prefix	high	yes	ICMP[All Fields] AND 114[All Fields]	This isolate is also in the collections; ICMP 114, LMG 923 This isolate was isolated by Z. Klement S. 07
NCPPB 1423	This isolate is also in the collections; ICMP 114, LMG 923 This isolate was isolated by Z. Klement S. 07	LMG 923	LMG 923	LMG	923	known_collection_prefix	high	yes	LMG[All Fields] AND 923[All Fields]	This isolate is also in the collections; ICMP 114, LMG 923 This isolate was isolated by Z. Klement S. 07
NCPPB 1423	This isolate is also in the collections; ICMP 114, LMG 923 This isolate was isolated by Z. Klement S. 07	S. 07	S 07	S	07	source_context_single_letter_code	low	yes	S[All Fields] AND 07[All Fields]	o in the collections; ICMP 114, LMG 923 This isolate was isolated by Z. Klement S. 07
NCPPB 1426	This isolate is also in the collections; ICMP 173, LMG 924 This isolate was isolated by Z. Klement S. 10	ICMP 173	ICMP 173	ICMP	173	known_collection_prefix	high	yes	ICMP[All Fields] AND 173[All Fields]	This isolate is also in the collections; ICMP 173, LMG 924 This isolate was isolated by Z. Klement S. 10
NCPPB 1426	This isolate is also in the collections; ICMP 173, LMG 924 This isolate was isolated by Z. Klement S. 10	LMG 924	LMG 924	LMG	924	known_collection_prefix	high	yes	LMG[All Fields] AND 924[All Fields]	This isolate is also in the collections; ICMP 173, LMG 924 This isolate was isolated by Z. Klement S. 10
NCPPB 1426	This isolate is also in the collections; ICMP 173, LMG 924 This isolate was isolated by Z. Klement S. 10	S. 10	S 10	S	10	source_context_single_letter_code	low	yes	S[All Fields] AND 10[All Fields]	o in the collections; ICMP 173, LMG 924 This isolate was isolated by Z. Klement S. 10
NCPPB 1431	This isolate is also in the collections; ICMP 112, LMG 925 This isolate was isolated by Z. Klement S. 04	ICMP 112	ICMP 112	ICMP	112	known_collection_prefix	high	yes	ICMP[All Fields] AND 112[All Fields]	This isolate is also in the collections; ICMP 112, LMG 925 This isolate was isolated by Z. Klement S. 04
NCPPB 1431	This isolate is also in the collections; ICMP 112, LMG 925 This isolate was isolated by Z. Klement S. 04	LMG 925	LMG 925	LMG	925	known_collection_prefix	high	yes	LMG[All Fields] AND 925[All Fields]	This isolate is also in the collections; ICMP 112, LMG 925 This isolate was isolated by Z. Klement S. 04
NCPPB 1431	This isolate is also in the collections; ICMP 112, LMG 925 This isolate was isolated by Z. Klement S. 04	S. 04	S 04	S	04	source_context_single_letter_code	low	yes	S[All Fields] AND 04[All Fields]	o in the collections; ICMP 112, LMG 925 This isolate was isolated by Z. Klement S. 04
NCPPB 1433	This isolate is also in the collections; LMG 8016 This isolate was isolated by Z. Klement E1309	LMG 8016	LMG 8016	LMG	8016	known_collection_prefix	high	yes	LMG[All Fields] AND 8016[All Fields]	This isolate is also in the collections; LMG 8016 This isolate was isolated by Z. Klement E1309
NCPPB 1433	This isolate is also in the collections; LMG 8016 This isolate was isolated by Z. Klement E1309	E1309	E 1309	E	1309	source_context_single_letter_code	low	yes	E[All Fields] AND 1309[All Fields]	te is also in the collections; LMG 8016 This isolate was isolated by Z. Klement E1309
NCPPB 1438	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608	ICMP 172	ICMP 172	ICMP	172	known_collection_prefix	high	yes	ICMP[All Fields] AND 172[All Fields]	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608
NCPPB 1438	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608	LMG 926	LMG 926	LMG	926	known_collection_prefix	high	yes	LMG[All Fields] AND 926[All Fields]	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608
NCPPB 1438	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608	CFBP 7955	CFBP 7955	CFBP	7955	known_collection_prefix	high	yes	CFBP[All Fields] AND 7955[All Fields]	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608
NCPPB 1438	This isolate is also in the collections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608	I. 608	I 608	I	608	source_context_single_letter_code	low	yes	I[All Fields] AND 608[All Fields]	llections; ICMP 172, LMG 926, CFBP 7955 This isolate was isolated by Z. Klement I. 608
NCPPB 1439	This isolate was isolated by Z. Klement E1299	E1299	E 1299	E	1299	source_context_single_letter_code	low	yes	E[All Fields] AND 1299[All Fields]	This isolate was isolated by Z. Klement E1299
NCPPB 1447	The donor reference is 19 This isolate was isolated by ex I. Lazar	is 19	IS 19	IS	19	stopword_prefix	reject	no		The donor reference is 19 This isolate was isolated by ex I. Lazar
NCPPB 1451	This isolate is also in the collections; ICMP 5761, LMG 940 This isolate was isolated by ex A.C. Padhya	ICMP 5761	ICMP 5761	ICMP	5761	known_collection_prefix	high	yes	ICMP[All Fields] AND 5761[All Fields]	This isolate is also in the collections; ICMP 5761, LMG 940 This isolate was isolated by ex A.C. Padhya
NCPPB 1451	This isolate is also in the collections; ICMP 5761, LMG 940 This isolate was isolated by ex A.C. Padhya	LMG 940	LMG 940	LMG	940	known_collection_prefix	high	yes	LMG[All Fields] AND 940[All Fields]	This isolate is also in the collections; ICMP 5761, LMG 940 This isolate was isolated by ex A.C. Padhya
NCPPB 1452	This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577 This isolate was isolated by ex A.C. Padhya	ICMP 5852	ICMP 5852	ICMP	5852	known_collection_prefix	high	yes	ICMP[All Fields] AND 5852[All Fields]	This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577 This isolate was isolated by ex A.C. Padhya
NCPPB 1452	This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577 This isolate was isolated by ex A.C. Padhya	LMG 872	LMG 872	LMG	872	known_collection_prefix	high	yes	LMG[All Fields] AND 872[All Fields]	This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577 This isolate was isolated by ex A.C. Padhya
NCPPB 1452	This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577 This isolate was isolated by ex A.C. Padhya	ATCC 23577	ATCC 23577	ATCC	23577	known_collection_prefix	high	yes	ATCC[All Fields] AND 23577[All Fields]	This isolate is also in the collections; ICMP 5852, LMG 872, ATCC 23577 This isolate was isolated by ex A.C. Padhya
NCPPB 1453	This isolate was isolated by ex M.C. Srinivasan					no_identifier_found	none	no		
NCPPB 1454	This isolate is also in the collections; ICMP 5753, LMG 873 This isolate was isolated by ex M.C. Srinivasan	ICMP 5753	ICMP 5753	ICMP	5753	known_collection_prefix	high	yes	ICMP[All Fields] AND 5753[All Fields]	This isolate is also in the collections; ICMP 5753, LMG 873 This isolate was isolated by ex M.C. Srinivasan
NCPPB 1454	This isolate is also in the collections; ICMP 5753, LMG 873 This isolate was isolated by ex M.C. Srinivasan	LMG 873	LMG 873	LMG	873	known_collection_prefix	high	yes	LMG[All Fields] AND 873[All Fields]	This isolate is also in the collections; ICMP 5753, LMG 873 This isolate was isolated by ex M.C. Srinivasan
NCPPB 1455	This isolate is also in the collections; ICMP 5737, LMG 754 This isolate was isolated by ex M.C. Srinivasan	ICMP 5737	ICMP 5737	ICMP	5737	known_collection_prefix	high	yes	ICMP[All Fields] AND 5737[All Fields]	This isolate is also in the collections; ICMP 5737, LMG 754 This isolate was isolated by ex M.C. Srinivasan
NCPPB 1455	This isolate is also in the collections; ICMP 5737, LMG 754 This isolate was isolated by ex M.C. Srinivasan	LMG 754	LMG 754	LMG	754	known_collection_prefix	high	yes	LMG[All Fields] AND 754[All Fields]	This isolate is also in the collections; ICMP 5737, LMG 754 This isolate was isolated by ex M.C. Srinivasan
NCPPB 1457	This isolate was isolated by ex M.C. Srinivasan					no_identifier_found	none	no		
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	ICMP 5715	ICMP 5715	ICMP	5715	known_collection_prefix	high	yes	ICMP[All Fields] AND 5715[All Fields]	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolat
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	ATTCC 33239	ATTCC 33239	ATTCC	33239	known_collection_prefix	high	yes	ATTCC[All Fields] AND 33239[All Fields]	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Ke
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	VKM B-2165	VKM B-2165	VKM	B-2165	known_collection_prefix	high	yes	VKM[All Fields] AND B[All Fields] AND 2165[All Fields]	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	DSMZ 3587	DSMZ 3587	DSMZ	3587	known_collection_prefix	high	yes	DSMZ[All Fields] AND 3587[All Fields]	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	LMG 708	LMG 708	LMG	708	known_collection_prefix	high	yes	LMG[All Fields] AND 708[All Fields]	late is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	CFBP 2157	CFBP 2157	CFBP	2157	known_collection_prefix	high	yes	CFBP[All Fields] AND 2157[All Fields]	lso in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy
NCPPB 1469	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	B-2165	B 2165	B	2165	source_context_single_letter_code	low	yes	B[All Fields] AND 2165[All Fields]	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy
NCPPB 1471	This isolate was isolated by A.C. Hayward B1603	B1603	B 1603	B	1603	source_context_single_letter_code	low	yes	B[All Fields] AND 1603[All Fields]	This isolate was isolated by A.C. Hayward B1603
NCPPB 1472	This isolate was isolated by A.C. Hayward B1601	B1601	B 1601	B	1601	source_context_single_letter_code	low	yes	B[All Fields] AND 1601[All Fields]	This isolate was isolated by A.C. Hayward B1601
NCPPB 1473	This isolate was isolated by A.C. Hayward B1559	B1559	B 1559	B	1559	source_context_single_letter_code	low	yes	B[All Fields] AND 1559[All Fields]	This isolate was isolated by A.C. Hayward B1559
NCPPB 1475	This isolate was isolated by A.C. Hayward B1479	B1479	B 1479	B	1479	source_context_single_letter_code	low	yes	B[All Fields] AND 1479[All Fields]	This isolate was isolated by A.C. Hayward B1479
NCPPB 1482	This isolate was isolated by A.C. Hayward B1741	B1741	B 1741	B	1741	source_context_single_letter_code	low	yes	B[All Fields] AND 1741[All Fields]	This isolate was isolated by A.C. Hayward B1741
NCPPB 1495	This isolate is also in the collections; LMG 8017 This isolate was isolated by G.E. Jones C398	LMG 8017	LMG 8017	LMG	8017	known_collection_prefix	high	yes	LMG[All Fields] AND 8017[All Fields]	This isolate is also in the collections; LMG 8017 This isolate was isolated by G.E. Jones C398
NCPPB 1495	This isolate is also in the collections; LMG 8017 This isolate was isolated by G.E. Jones C398	C398	C 398	C	398	source_context_single_letter_code	low	yes	C[All Fields] AND 398[All Fields]	te is also in the collections; LMG 8017 This isolate was isolated by G.E. Jones C398
NCPPB 1560	This isolate was isolated by R.A. Lelliott 479	Lelliott 479	LELLIOTT 479	LELLIOTT	479	person_or_local_reference_code	low	yes	LELLIOTT[All Fields] AND 479[All Fields]	This isolate was isolated by R.A. Lelliott 479
NCPPB 1568	The donor reference is 1 This isolate was isolated by ex K.S.S. Eswaran	is 1	IS 1	IS	1	stopword_prefix	reject	no		The donor reference is 1 This isolate was isolated by ex K.S.S. Eswaran
NCPPB 1585	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	ICMP 5743	ICMP 5743	ICMP	5743	known_collection_prefix	high	yes	ICMP[All Fields] AND 5743[All Fields]	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115
NCPPB 1585	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	LMG 797	LMG 797	LMG	797	known_collection_prefix	high	yes	LMG[All Fields] AND 797[All Fields]	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115
NCPPB 1585	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	CFBP 2286	CFBP 2286	CFBP	2286	known_collection_prefix	high	yes	CFBP[All Fields] AND 2286[All Fields]	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115
NCPPB 1585	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	ATCC 49072	ATCC 49072	ATCC	49072	known_collection_prefix	high	yes	ATCC[All Fields] AND 49072[All Fields]	isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115
NCPPB 1585	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	B2115	B 2115	B	2115	source_context_single_letter_code	low	yes	B[All Fields] AND 2115[All Fields]	5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115
NCPPB 1593	This isolate is also in the collections; ICMP 1617, LMG 534 This isolate was isolated by ex M.C. Srinivasan	ICMP 1617	ICMP 1617	ICMP	1617	known_collection_prefix	high	yes	ICMP[All Fields] AND 1617[All Fields]	This isolate is also in the collections; ICMP 1617, LMG 534 This isolate was isolated by ex M.C. Srinivasan
NCPPB 1593	This isolate is also in the collections; ICMP 1617, LMG 534 This isolate was isolated by ex M.C. Srinivasan	LMG 534	LMG 534	LMG	534	known_collection_prefix	high	yes	LMG[All Fields] AND 534[All Fields]	This isolate is also in the collections; ICMP 1617, LMG 534 This isolate was isolated by ex M.C. Srinivasan
NCPPB 1594	This isolate was isolated by ex A.C. Padhya The source of this isolate was ex M.K. Patel					no_identifier_found	none	no		
NCPPB 1595	The source of this isolate was ex M.C. Srinivasan					no_identifier_found	none	no		
