ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	attention_level	attention_category	final_sequence_use_status	next_action	ncbi_biosample_match_count	ncbi_assembly_count_all_confirmed_links	ncbi_sra_run_count_all_confirmed_links	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_taxonomy_blocked_resource_count	ncbi_data_status	phylogeny_readiness	manual_review_required	metadata_annotation_status	catalogue_host	catalogue_country	biosample_hosts	biosample_geographic_locations	biosample_collection_years	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	eligible_assembly_accessions	eligible_sra_run_accessions	audit_table_pointer
NCPPB 1132	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	2	3	2	3	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Musa canksii var. samoensis	Western Samoa	Musa banksii var. samoensis	Samoa	1961	SAMN56511359; SAMN00752560	GCF_000226915.1; GCF_056629235.1	SRR364087; SRR37629072; SRR37789889	GCF_056629235.1; GCF_000226915.1	SRR37629072; SRR37789889; SRR364087	
NCPPB 1135	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Glycine max.	Zambia									
NCPPB 1136	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Glycine javanica	Zimbabwe									
NCPPB 1138	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Phaseolus vulgaris	Zambia	Phaseolus vulgaris	Zambia	1961	SAMN03262510	GCF_000808735.2	SRR2052902	GCF_000808735.2	SRR2052902	
NCPPB 1141	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Glycine max	Zambia									
NCPPB 1143	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Brassica oleracea var. botrytis	UK									
NCPPB 1144	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Brassica oleracea var. capitata	UK	Brassica oleracea var. capitata	United Kingdom	1962	SAMN43286083	GCF_041521255.1	SRR30327311	GCF_041521255.1	SRR30327311	
NCPPB 1145	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Brassica oleracea var. botrytis	UK									
NCPPB 1146	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Brassica oleracea var. capitata	UK									
NCPPB 1147	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Brassica oleracea var. capitata	UK									
NCPPB 1148	present_in_both	Xanthomonas axonopodis pv. martyniicola (Moniz & Patel 1958) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Martynia diandra Gloxin (Cat's claw)	India									
NCPPB 1149	present_in_both	Xanthomonas campestris pv. vitiscarnosae (Moniz and Patel 1958) Dye 1978	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Vitis carnosa	India									
NCPPB 1150	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Oryza sativa	Philippines									
NCPPB 1151	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Oryza sativa	Philippines									
NCPPB 1152	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata		Japan									
NCPPB 1153	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata		Japan									
NCPPB 1154	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata											
NCPPB 1155	present_in_both	Xanthomonas dyei pv. laureliae (Dye 1963) Young et al. 2010	Xanthomonas	current_xanthomonas	P2	wgs_reads_require_assembly_and_qc	candidate_after_read_qc_and_assembly	download reads; trim, assemble, then complete genome QC and ANI	1	0	2	0	2	0	confirmed_sequence_available	raw_wgs_reads_require_assembly_and_qc	no	partial_context_metadata	Laurelia novaezelandiae	New Zealand	Laurelia novae-zelandiae	New Zealand	1960	SAMN56511360		SRR37629065; SRR37789882		SRR37629065; SRR37789882	
NCPPB 1158	present_in_both	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P1	explicit_pathovar_conflict	conditional_release_for_genus_tree_qc_ani_only	check original culture/publication and host; calculate ANI/GTDB; require independent evidence before using any pathovar label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	complete_host_geography_date_source	Phaseolus vulgaris	Unknown	Phaseolus vulgaris	United Kingdom	1961	SAMN03142401	GCF_000775205.1	SRR2052443			01_taxonomy_pathovar_audit_49.tsv
NCPPB 1159	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	missing_context_metadata	Manihot esculenta	USA				SAMN01090336	GCF_000266285.1	SRR527320	GCF_000266285.1	SRR527320	
NCPPB 1160	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Manihot esculenta	Brazil									
NCPPB 1161	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Manihot sp.	Mauritius									
NCPPB 1235	present_in_both	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Ricinus communis	Papua and New Guinea									
NCPPB 1241	present_in_both	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	0	1	0	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Sorghum vulgare	Australia	Sorghum bicolor	Australia	1962	SAMN03140147	GCF_000772695.1		GCF_000772695.1		
NCPPB 1244	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Saccharum officinarum	Sri Lanka									
NCPPB 1324	present_in_both	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Ricinus communis	Hong Kong	Ricinus communis	Hong Kong	1962	SAMN42178442	GCF_053571505.1	SRR29654667	GCF_053571505.1	SRR29654667	
NCPPB 1325	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Helianthus annuus	Uganda	Helianthus annuus	Uganda	1962	SAMN42161499	GCF_041477645.1	SRR29644177; SRR30040133	GCF_041477645.1	SRR29644177; SRR30040133	
NCPPB 1326	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	4	2	2	2	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Saccharum officinarum	Zimbabwe	Saccharum officinarum; sugarcane	Zimbabwe	1962	SAMN36701288; SAMN36357974; SAMN02471728; SAMN00991247	GCF_000277995.1; GCF_045897555.1	SRR25411586; SRR494491	GCF_045897555.1; GCF_000277995.1	SRR25411586; SRR494491	
NCPPB 1332	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Solanum lycopersicum	Jamaica									
NCPPB 1334	present_in_both	Xanthomonas euvesicatoria pv. ionidii (Padhya & Patel 1963) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Ionidium heterophyllum	India	Ionidium sp.	India		SAMN19988970	GCF_019201465.1	SRR15305422			01_taxonomy_pathovar_audit_49.tsv
NCPPB 1336	present_in_both	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Alangium lamarckii	India	Alangium sp.	India		SAMN19988971	GCF_019193005.1	SRR15305425	GCF_019193005.1	SRR15305425	
NCPPB 1337	present_in_both	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	pathovar_orthographic_variant	conditional_release_for_genus_tree_qc_ani_only	verify original nomenclature and valid spelling; retain both NCPPB and NCBI labels	2	1	3	0	0	10	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Corchorus acutangulus	India	Corchorus aestuans; Corchorus aestuans var. aestuans	India	1961	SAMN56511361; SAMN42278572	GCF_041448975.1	SRR29692754; SRR37629064; SRR37789881			01_taxonomy_pathovar_audit_49.tsv
NCPPB 1381	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	3	2	2	2	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Saccharum officinarum	Zimbabwe	Saccharum officinarum	Zimbabwe	1962	SAMN36701289; SAMN36357975; SAMN00991255	GCF_000278015.1; GCF_045897775.1	SRR25411585; SRR494499	GCF_045897775.1; GCF_000278015.1	SRR25411585; SRR494499	
NCPPB 1393	present_in_both	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Sesamum sp.	India									
NCPPB 1394	present_in_both	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	1	0	1	0	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Tripsacum laxum	Sri Lanka	Tripsacum laxum	Sri Lanka	1963	SAMN03145753; SAMN03140149	GCF_000774005.1		GCF_000774005.1		
NCPPB 1395	present_in_both	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	0	1	0	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Tripsacum laxum	Sri Lanka	Tripsacum laxum	Sri Lanka	1963	SAMN03140175	GCF_000772785.1		GCF_000772785.1		
NCPPB 1396	present_in_both	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	0	1	0	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Tripsacum laxum	Sri Lanka	Tripsacum laxum	Sri Lanka	1963	SAMN03140173	GCF_000772725.1		GCF_000772725.1		
NCPPB 1402	present_in_both	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Phaseolus vulgaris	Uganda	Phaseolus vulgaris	Uganda	1962	SAMN03142810	GCF_000774025.2	SRR2052442	GCF_000774025.2	SRR2052442	
NCPPB 1420	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Phaseolus vulgaris	Hungary	Phaseolus vulgaris	Hungary	1956	SAMN03175025	GCF_000785935.1	SRR2052880	GCF_000785935.1	SRR2052880	
